,title,company,location,summary,link
647,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
648,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
649,Geospatial Data Scientist,"BigBear, Inc.","Washington, DC","Disseminate a broad array of intelligence data analysis products dealing with subject profiles, networks, facilities, and resources.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DjDY0zaEWqQsgRIMXNlLP3wul1-MYXPv90eiVaBtnNlIJOCQYm5VgqNI2Y9tr8NXRcqHW4zMa3cBXDq56EZ1KrZNvka_b-Kav3m9xz_G5SQ7NG6pGnnTtSGb6i0_Srp4H2KmC3uMd-1xMdPL7smZe49DTZroj15at2QcbdZvp8fsDqwkkove0FLPCVgquNdldscDpOFn_xQ5KOkaIzsLq6RHX1HSIZ-ufFPM-ehV6ibAP8bRYrszq4mxkBW5KYfZfYz3dKrngnOLH_jnrLHyHneANyOXhtg55ecR2RELaN45JRFSPjNJDQXuupTLIbCfwEKOJZR_DGNgUiyFrU41TijW190mwYd66iPpVNgH-rqIG9VaJXkENZ4PuHMXutenO3Sc1eNiZgjmsT2Reqb_1qsxrGIdbe4GFscjC7K7lr2GK0fqyo6QGi_myNuTVUPfg=&p=0&fvj=1&vjs=3
650,Data Scientist (Mid-Level) - 100% Remote Available,USAA,"Helotes, TX","Uses advanced techniques that integrate traditional and non-traditional datasets and method to enable analytical solutions; Applies predictive analytics,…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGcFdkjQVuHT3mHBiTLk8QnpmUV0g2NtAlGX7vbpIefLxv-ZLbfeI0xrCAMI0Va_RyZLUuFpWuJ5M8uqVTtz7sFLA8qvIm2_jjxo4LEYNtjQrPjtzViMAwuc3P5W3kNziHaup0sIEoSwp2pt9hjXUe2PtQfIjk_dw6Mzzq3VQGpgkt1kcdUPZxSJvoLcoK-kicJDYqP9HYP4KLvD_U4c8kWK7bbJR-Bbiu1LBAERhLp2WXzOi9RNqLhzNerfzapyF3P3VuQmrsu7quw35gPybSuLiiuIqCXFbTI0uweEdRqIVa6GT6n1e98ZAEbRB5WvzoK&p=1&fvj=0&vjs=3
651,Pipeline Integrity - Data Scientist,Warren Averett Staffing & Recruiting,"Houston, TX",Experience with ETL and data warehousing of spatial data sets.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DnCWtje52cJTIPGkzE_f1ixu2Pv00SUCkOoZIhZTHMpakhiRIJH1NOJeYlY1xc8-EG5M3Bw-Xtrx51Lc-yLQWHRKi6VoS3EF2opFweZwPgzZqg4Qnyx2O9x5OyQ23Rh788np269lfQqspc-eYFU6qhVoyZuAXUTirfMYwGwM0RrFbovKr5rsBSVydjYGYh-PhiroUpVuSdxU650dlNKhshr5KutfqtJUBsTgD0e98w4f1ES99HIW9MgIwbj_UQTd4PmAHg7LP9sbiw5_JLdb-5Oh-B-Q7t7N2pqckzXTzFlQ1g9Ly9Ym1zeagpanOzAseHDcVc6EuZHpAiheETkMlFAKNuNgjCeflWC3ZjYOx_1ucEm4WABgzf13pMLIGDMQ4nOck7HCPCu9ipx8882mKDu6Id8JZBjRz2N3iPrhXYehH3brCFoTB04wbZj1M-Q5K7LcUoczO8hJ5r3YOAanZ-MX_AhcJ__j8=&p=2&fvj=1&vjs=3
652,Data Scientist,TapOnIt Mobile Deals,"Davenport, IA","Excellent oral and written English communication skills, willing to work and coordinate with multiple teams for solution delivery.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BgzYRqlbX9iBWTVg3PGyR5G3TLJH7XDWTAPkE2puwBOzpz4PJb3HLix32OM26Exh-Wh-glijn57_HAUo5hzc5fUUGAe_sEt-X46fnzfu6xj-PmstKpRp_R24ULdZ0jos-Z2phHnbWl3ok3Rz0TGzxNKYB1bWexWf3rS0L9So0UpGoxZMe8vFxFqWziXF9bPfkTeqxzjg9CDwWUvVDdOXVknWYEkQuYCQlyoCsDn2EBFOaCT9scXk5tYNerJa2BtdzTPkKWA2NGGfnCjr0cwlnsMjddXgJeYHY_iqrPTvbryQXkB_XZ6FNEYxYe0cU5Wan69yD1gncVHpULoz9_XBDzErWAvbhBXjLtpB2Pn01LOkjj9qy2KMllFLxx5q94QC3HAXUQWkDkttl-48Rl-w_igceadpSpoe_EKoEQGAi0IrdFijJ9OchA-8L4FPV7Sbo=&p=3&fvj=1&vjs=3
653,Data Scientist,B E A T LLC,"San Antonio, TX",4+ years of experience in data analytics or quantitative intelligence analysis.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BZEboMUnqsru4xENP43dcZ1tM5PtGD_wdmLn3NEeT9EMy1dvvGBNVxjDMTzpAmknS1Tqx3HQmVEF9S4bkGYhxr4mm2W6uQb9yzSXDDGGZmc3IRZhreHLIobrlRhKapD0XmrLNP-yWruHdKbdPb52UoPU7nT5rIQyGHFx3zjgplP85wpsz98-YwzW5p5r0B14aPg2sf95kuXjrlZR1Ebowhjc3HLEd31nq8Whnwhp5s7-ZLtsraDlsYwXCFZOuGKDKTG9zb6sBO_7fDlDCIcXMRUgT30L0thiOyW4zO3W-JklZa2tiTZlcmvGxjduMqqdPXTJJKAe8q9M2XZu0NA_4ick8E4bU99zh-jkQbFDibevmrK-9tdCELerWs8-pjl7Fiwc9j0XJSbLMEtWawO4ok2c8xUz5ArVwhHd4Vm8LOs8Izu_MdT-5igxebZG3rg10=&p=4&fvj=1&vjs=3
654,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
655,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
656,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
657,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
658,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
659,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
660,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
661,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
662,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
663,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
664,"Senior Data Scientist, Zoro",Zoro Tools,"Chicago, IL","Collaborate with other data scientists to develop and implement algorithms, write code, evaluate relevant academic research, and deliver outputs.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoJL33NvLRwGwjczwiM9kIlSXYA_j3Dq0kOxZnQivRoJ5lvoRLglMJpBVooTPcTNSIKaL2-k62f0rV04Ujsp3iD4zgvcdi0azRWi5svZszWj1fNUQg1YdORsYgoxKOjpQtn7GzDBHvUwy9eQ3oC_beX2L24bIgAafH-MarajvDpVDMLZwQ4FaFufgj7i53hFXf7buHZVm9WgmVaZtkej-nvpgVmEhARnNV2Qt-YNVKhUE-x31jTtfJuGQNlQjT1sz8ZccxchaNupupXDZkfTTvQa3oXC02YP1okPlVrEyXI9jONF_8fBVSRUC0ZLKz7t-7c7i9i0RIzMprNQc2540Or9ZWSJgAEjfv5CYvft5VfY16Tm6NKJ58ZnHl5Uyx9iQywlAAK07FHGgyJOYVVQJeVaKUzJ4Yaw1kJkdNeIJWKNykX84XPuekOmzLYdyy2A-krjxx0X1VmULebv1Sa2SE4H9Z3KGqSV9XCHSq0_wJGroEZIMIOrsgKwpAP7FcZC1vycrrv_L0EazTEbzV-JGleSxRV98lhSMwcLOW93c--Z3zlydQkQn1eqZErboCigr3pd0vxjAP7BYzH98ne7VaHUZzr10wnjEPO-W6_BCOHj3w7mMfkcQmqS55POOAqzy1voEmXy0pww==&p=15&fvj=0&vjs=3
665,Predictive Modeler (Data Scientist),Navy Federal Credit Union,"Vienna, VA","Experience in statistical software (e.g., SPSS Modeler, JMP, R, Python) to manage large data sets.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1zplEsFktHkQc7kOOwm4rInMAlFzAoLIRfcwaDPIGgqeIPJX4GuT98gSKYHklrHBSjj_HCv0h3LBQi1gg93FbseWn3UgXnBISt_JgSpu3sEVxv4x4IigaQf-jd1JnPF1rfQxDxtcTf37YBFMVnFJCkmJ1x-vhQrlqWUvEo5KZEyzuaJfEWdxdY5gh7Cpc2-ZGuHF11WmJLiD-0DBIFhmDfrdxkNY_fTtWGnpwCW0O4LuECSQg-xMsPZ1t-A5do6xy4Lw_xtaGgmLrQ4wwaCZM5cAWmqJo7ph8XDsvDx09XN4N-p_VWD6g4obPPs4Zd_xG3Xjb4JhJcGLWhviah_TvgYMTQpC9lMMlHBiEPMzy5qnLOXAUJLMGPu5y4b7wY0nQzWz1DaMFg947lsybb34IWdxBk22sOg2JhpUMadZleyShyf0U-cMOtE06I_Uus85WNqx1vx1abDmdnXY060qYoC6X9rAT1NNgbGEx3KFkFC0hBbMufzoigqNmqqjE5W6EqQapzcyJkJ8QSkNfEmOdnza2M8cVlwAltXrJWgodHKUJWi_JsKhnE55w3b3UgMvrwJy0IgVQbrOllv40Uvy9DVlu_K0W8ijTPihDudjU3ouSrrhDsKjX19_pbQ-pRtnZ7pzYp6LCdQ==&p=16&fvj=0&vjs=3
666,Data Scientist,"Kajeet, Inc.","McLean, VA",Identifying patterns and trends in data sets.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGYgx8CVc3ujNE8H7ZQ_O6tzIUAzMYlqvHKmN_yDNwuUcx9cwl5lia3U-gn5uMpw7lSE0BAg9AhgefeQ61YHCzaSoXSDQ3y_LaUopxwb3ZxHvA2NjqY0qTgzHWM6D2e780ky0LMAC28QrqXW9LBAV3Wum5_KgEZJB8NvSD0Qk-nwomns3Xgyv644zoMDtPydaT92cDirnBkVRnIXD7OvXaQBKsABSdE1bfMZ5nKZ7ht63fI9nfRGwbAWqULRBIht-Vu5CcijHJ-6EkhiFIPeSjm4IgpiUFhEGUMXGpoi49-7TZmT5eNWwJfEXJDF2Z85hHpSqq3f5Ku_zos3FbyrRbL2SXYFXTMKXqfy5tW-si7HAWB8xjgnaWvAkmNn92QYCTJS4vtoj2rnxXXlJezZKuzNcL9GmzRq49iJH2YwigctHJL7gg8psc&p=0&fvj=1&vjs=3
667,Predictive Modeler (Data Scientist),Navy Federal Credit Union,"Vienna, VA","Experience in statistical software (e.g., SPSS Modeler, JMP, R, Python) to manage large data sets.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1zplEsFktHkQc7kOOwm4rInMAlFzAoLIRfcwaDPIGgqeIPJX4GuT98gSKYHklrHBSjj_HCv0h3LBQi1gg93FbseWn3UgXnBISt_JgSpu3sEVxv4x4IigaQf-jd1JnPF1rfQxDxtcTf37YBFMVnFJCkmJ1x-vhQrlLUMnD3oMBB3Vse7DO5KbZsbIFB8pKgKKpCGBW2LygNno_Rx7I_yDV_Ub8-TIBHwHlIxnwEKVscclMf0P_cWIbUmkm8_n5BMvcOtIcfCi1_zkaLErC2Esd3HGOIX-tjTz8IIHFEHyfpQPkU9XoQ3p1UIBAWSF9BzPNQPS_C3hIXiP2JCeexZ6JRD7FP7h9yj3uGsH-bWgxDW3DYWjrrmTolzWM6awPeeA4rf83MxoK6ZJTy1SjabYkCioYn0EItd6h19UQEvUbjiq6wfuQ-7tgTHxuPStezXGuDkrzp1NzxYhCzFdkKjXy-ZUsu-rVWKkljrEWs6pnufIiSARdmG7SNgttjy8jUzpd68AWnS67UMgwSK6pzD8pVmnGZYhY7NLhzdT5vj_WFaZFzjjMFieveSoMr1Nla2U6grW049mfcQJhksEevIpd9rCRcbd-hqLxvL9596FyJ1eOwrOhGIT0T-aOMZ7ScH4=&p=1&fvj=0&vjs=3
668,Data Scientist,National Security Agency,"Fort Meade, MD","Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCee1dkQkxJJ_jTPTeaAj6bQY7W8nqpUJM6WNhg1Fr7srQjxek9SAawvVC9GMiVTmhP2Xm5DNNsoU4gf5Acij-lse_XhcJqcfQQ7hKVRwW9vk74oEXFt1Ayx-g66K4WI93zeizEBNgc6QUOotq2RSorNEa_GBhr9Z3IuR_TDaZDTbno1hhdh6NDf0pz7gSn_pDW6ICQX0KRu4QvR4zuG3mIeTipb1xDmlf0D3RT9O9DHDrT-9_FMrTRLmt3oGzbFBxmoLW1RlhRKKoW8xN4EaYpTHKZKnkkii6-acMBM_uY7PelZh0jj56Ybd6ROQxg0dGPPRGsT8xpSDow0e7OUY63kK1RGsG9xPdhN7T76x3BIJA==&p=2&fvj=0&vjs=3
669,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
670,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
671,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
672,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
673,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
674,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
675,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
676,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
677,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
678,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
679,Data Scientist,BICP,"Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AetIiH8QZSgXAvsGsWQ6AA-ndiSQ5F4QNaVBWDRIvvSgtzStVqF18M24ZGuEyXuAgYDPuaX6FwH_hN91spBmHjvmFwF-uOPb47x1JcHeBWpJV6OXiuXqvTL_iuSo21gJEHiHo12VVanI340T_2Eddd9PnFAp7QSgG8TPPXtznOJQUK3BeeClpH2LkgmcgN9fqVVHQLuRGCZaL0skg9Rndqo17sUMg_trxSEHP17byRxqsMvliVm9XuuPtVamWxArPQ2QJW8qd4dm6C789uD_CEOR59FqUrjsUz2MTnTRwtBmguwczQCbHjQWkYxt4z_bqxD6qRqVF0ZkMc6ger45UJa1ha8IgbAaroGzasg6X4Np7blJV0SsY3vbi5DRzLmeYYJAcTUNGA89WLfiQxMcAseEXhERHz_a8Vc5cguwDFAqNqvymPMfoh&p=13&fvj=1&vjs=3
680,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
681,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
682,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
683,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
684,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
685,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
686,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
687,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
688,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
689,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
690,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
691,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
692,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
693,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
694,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
695,Data Scientist II - Entry Level,Seagate Technology,"Fremont, CA",You will be using and implementing the latest machine learning and analytics techniques.,https://www.indeed.com/rc/clk?jk=5267b58afbf99703&fccid=eb193642f8c64a12&vjs=3
696,Data Scientist,"Kajeet, Inc.","McLean, VA",Identifying patterns and trends in data sets.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGYgx8CVc3ujNE8H7ZQ_O6tzIUAzMYlqvHKmN_yDNwuUcx9cwl5lia3U-gn5uMpw7lSE0BAg9AhgefeQ61YHCzaSoXSDQ3y_LaUopxwb3ZxHvA2NjqY0qTgzHWM6D2e780ky0LMAC28QrqXW9LBAV3Wum5_KgEZJB8NvSD0Qk-nwomns3Xgyv6fY5T9xC-EGeVppnSsdibh9DWKAxm6AvFfbJfRy-7WTW7-zZxo7U6gjB5UFRjkVAd9KgKqBbp7tpwZsLM5cjVrixIWD58SxDRhy8_zjbXWc3k6JlffPsBNvleBBLlpms5EdAcRYvkygN8woNhMyzh0FKQ_yddQw5xR28jlR_YM2afYrOOhJNkUqxIGyDSLBrP84oO1pwrx0N6a6ObGoiRUE62oiCKvy6BSjFUNmSQnVN2UUsiPWLVWhBJP3iObbnk&p=0&fvj=1&vjs=3
697,Predictive Modeler (Data Scientist),Navy Federal Credit Union,"Vienna, VA","Experience in statistical software (e.g., SPSS Modeler, JMP, R, Python) to manage large data sets.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1zplEsFktHkQc7kOOwm4rInMAlFzAoLIRfcwaDPIGgqeIPJX4GuT98gSKYHklrHBSjj_HCv0h3LBQi1gg93FbseWn3UgXnBISt_JgSpu3sEVxv4x4IigaQf-jd1JnPF1rfQxDxtcTf37YBFMVnFJCkmJ1x-vhQrn_rSDEqe2QJN1UYIrDEni75HARtK2ngVa2Hgd44yOdV8wg692izyjuJfLbcB01iiCnG_jO8yaYF3mzbJVShb00xdz42aPaFdwFW1v6Gm3ebnwsZyzGWCdRENNPC-Mr2UTRpZKYRsCEToS8QuS4peTw1JS8XR3q3Nrn4WxTwWgmyQPR3GtwOUQ5SnLjWJechzigp_Xf_A28xqQwNSgPhvc7I4n4j6J856MhIkmZ2A7h63zw_8MaHfqrDcvr4Tp_WCRBrOe0ijg1wTKdb9dLu2Gs2Oqlu84HJYwr92sdMnn3zC0IiC5VJ45u6e2cd4HObDf6npGVZvCr5LixRCWeFmIKCkb7rtPQlkBzgdbdSWlo-gb-8Y0b-nf1jiOV15MifWrkCAmKJf0T2O11YgpZByxNkSKi8tspuDWSEfTlZcfbWQZmOgr1GYHVo3DTNGsUp3X4pRRzKBEZS0z4SlTQ_Q_1M64jc4r7ZIo=&p=1&fvj=0&vjs=3
698,Data Scientist,National Security Agency,"Fort Meade, MD","Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCee1dkQkxJJ_jTPTeaAj6bQY7W8nqpUJM6WNhg1Fr7srQjxek9SAawvVC9GMiVTmhP2Xm5DNNsoU4gf5Acij-lse_XhcJqcfQTHLg4NFxCMUoDR764ejk7ke3rtUfHDDUgYpQ13UyNQ72S73zTujFisSzCktPhWZ0AUhOI6Rz2udJqT6uoVLE4o0PRh3LmGtaFzH153gqVeNerXrBnnkHknMjxxmxVfGcDXF0h5H9OQUy8JQoXsHd7Kr49PkePd-jSFPfnTqEeXPNnQR8rYwb0Ct_9GhwkFW0wVTFcQlfAUxPV2n-FsGnJTOsh1s-P_qe8OxCmfg9dSFjmrl8Om8W7lvxKsXUFraDnZHeyVyQt_Mg==&p=2&fvj=0&vjs=3
699,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
